,X,biomarker_ID,main_Xref,assessed_biomarker_entity,biomarker_status,best_biomarker_type,specimen_type,loinc_code,condition_name,assessed_entity_type,evidence_source,notes,system,DOID,Names,rsID
7576,7459,,dbSNP:rs4973768,rs4973768 mutation in Anion exchange protein (SLC4A7) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=SLC4A7,UPKB:A0A0A0MST8|GRCh38 ,,1612,Anion exchange protein,rs4973768
7577,7460,,dbSNP:rs10816625,rs10816625 mutation in  (RPS15AP27 - CHCHD4P2) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RPS15AP27 - CHCHD4P2,GRCh38,,1612,,rs10816625
7578,7461,,dbSNP:rs10941679,rs10941679 mutation in  (LINC02224 - RN7SL383P) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC02224 - RN7SL383P,GRCh38,,1612,,rs10941679
7579,7462,,dbSNP:rs72755295,rs72755295 mutation in Exonuclease 1 (EC 3.1.-.-) (EXO1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=EXO1,UPKB:Q5T397|GRCh38 ,,1612,Exonuclease 1 (EC 3.1.-.-),rs72755295
7580,7463,,dbSNP:rs2981578,rs2981578 mutation in Fibroblast growth factor receptor (EC 2.7.10.1) (FGFR2) ,presence of,risk_biomarker,blood (UN:0000178),21674-7,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=FGFR2,UPKB:A0A0A0MR25|GRCh38 ,Bld/Tiss,1612,Fibroblast growth factor receptor (EC 2.7.10.1),rs2981578
7581,7464,,dbSNP:rs4784227,rs4784227 mutation in  (CASC16) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CASC16,GRCh38,,1612,,rs4784227
7582,7465,,dbSNP:rs75915166,rs75915166 mutation in  (LINC01488 - CCND1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC01488 - CCND1,GRCh38,,1612,,rs75915166
7583,7466,,dbSNP:rs720475,rs720475 mutation in Rho guanine nucleotide exchange factor 5 (ARHGEF5) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ARHGEF5,UPKB:H0Y895|GRCh38 ,,1612,Rho guanine nucleotide exchange factor 5,rs720475
7584,7467,,dbSNP:rs720475,rs720475 mutation in Rho guanine nucleotide exchange factor 5 ( ARHGEF5) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= ARHGEF5,UPKB:H0Y895|GRCh38 ,,1612,Rho guanine nucleotide exchange factor 5,rs720475
7585,7468,,dbSNP:rs9485372,rs9485372 mutation in TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 (TAB2) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TAB2,UPKB:A0A1B0GV57|GRCh38 ,,1612,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,rs9485372
7586,7469,,dbSNP:rs17529111,rs17529111 mutation in  (RPSAP72 - TENT5A) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RPSAP72 - TENT5A,GRCh38,,1612,,rs17529111
7587,7470,,dbSNP:rs12422552,rs12422552 mutation in  (GNAI2P1 - RPL30P11) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=GNAI2P1 - RPL30P11,GRCh38,,1612,,rs12422552
7588,7471,,dbSNP:rs13281615,rs13281615 mutation in  (PCAT1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PCAT1,GRCh38,,1612,,rs13281615
7589,7472,,dbSNP:rs13281615,rs13281615 mutation in  ( POU5F1B) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= POU5F1B,GRCh38,,1612,,rs13281615
7590,7473,,dbSNP:rs13281615,rs13281615 mutation in  ( CASC8) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= CASC8,GRCh38,,1612,,rs13281615
7591,7474,,dbSNP:rs11814448,rs11814448 mutation in  (DNAJC1 - ADIPOR1P1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=DNAJC1 - ADIPOR1P1,GRCh38,,1612,,rs11814448
7592,7475,,dbSNP:rs554219,rs554219 mutation in  (LINC01488 - NA) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC01488 - NA,GRCh38,,1612,,rs554219
7593,7476,,dbSNP:rs17879961,rs17879961 mutation in Serine/threonine-protein kinase Chk2 (CHEK2) ,presence of,risk_biomarker,blood (UN:0000178),72518-4,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CHEK2,UPKB:B7ZBF7|GRCh38 ,Bld/Tiss,1612,Serine/threonine-protein kinase Chk2,rs17879961
7594,7477,,dbSNP:rs144366570,rs144366570 mutation in  (PRDX1 - AKR1A1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PRDX1 - AKR1A1,GRCh38,,1612,,rs144366570
7595,7478,,dbSNP:rs1450985,rs1450985 mutation in  (PRICKLE2-AS1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PRICKLE2-AS1,GRCh38,,1612,,rs1450985
7596,7479,,dbSNP:rs1450985,rs1450985 mutation in  ( PRICKLE2-AS1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= PRICKLE2-AS1,GRCh38,,1612,,rs1450985
7597,7480,,dbSNP:rs145106188,rs145106188 mutation in  (EMB - NA) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=EMB - NA,GRCh38,,1612,,rs145106188
7598,7481,,dbSNP:rs145407011,rs145407011 mutation in Microtubule-associated protein 4 (MAP-4) (MAP4) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=MAP4,UPKB:P27816|GRCh38 ,,1612,Microtubule-associated protein 4 (MAP-4),rs145407011
7599,7482,,dbSNP:rs145455135,rs145455135 mutation in Dystrophin (DMD) ,presence of,risk_biomarker,blood (UN:0000178),21247-2,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=DMD,UPKB:A0A075B6G3|GRCh38 ,Bld/Tiss,1612,Dystrophin,rs145455135
7600,7483,,dbSNP:rs145711907,rs145711907 mutation in  (RNA5SP202 - LINC02533) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RNA5SP202 - LINC02533,GRCh38,,1612,,rs145711907
7601,7484,,dbSNP:rs7330800,rs7330800 mutation in  (NA - LINC00395) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - LINC00395,GRCh38,,1793,,rs7330800
7602,7485,,dbSNP:rs763780,rs763780 mutation in Interleukin-17F (IL-17F) (Cytokine ML-1) (IL17F) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=IL17F,UPKB:Q96PD4|GRCh38 ,,1793,Interleukin-17F (IL-17F) (Cytokine ML-1),rs763780
7603,7486,,dbSNP:rs7853844,rs7853844 mutation in  (DELEC1) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=DELEC1,UPKB:Q9P2X7|GRCh38 ,,1793,,rs7853844
7604,7487,,dbSNP:rs9517906,"rs9517906 mutation in Citramalyl-CoA lyase, mitochondrial (CLYBL) ",presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CLYBL,UPKB:Q5JVB9|GRCh38 ,,1793,"Citramalyl-CoA lyase, mitochondrial",rs9517906
7605,7488,,dbSNP:rs9593831,rs9593831 mutation in  (NA - SLITRK1) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - SLITRK1,GRCh38,,1793,,rs9593831
7606,7489,,dbSNP:rs981621,rs981621 mutation in Low-density lipoprotein receptor class A domain-containing protein 4 (LDLRAD4) ,presence of,risk_biomarker,,,pancreatic cancer (DOID:1793),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LDLRAD4,UPKB:A0A7I2V3Q9|GRCh38 ,,1793,Low-density lipoprotein receptor class A domain-containing protein 4,rs981621
7607,7490,,dbSNP:rs7899628,rs7899628 mutation in Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1) (ATE1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ATE1,UPKB:O95260|GRCh38 ,,1612,Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1),rs7899628
7608,7491,,dbSNP:rs12152414,rs12152414 mutation in Fibronectin type III domain-containing protein 3B (FNDC3B) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=FNDC3B,UPKB:C9JKH7|GRCh38 ,,1612,Fibronectin type III domain-containing protein 3B,rs12152414
7609,7492,,dbSNP:rs3129178,rs3129178 mutation in  (OR2J1 - OR2J3) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=OR2J1 - OR2J3,GRCh38,,1612,,rs3129178
7610,7493,,dbSNP:rs59867004,rs59867004 mutation in Zinc finger CCCH domain-containing protein 11A (ZC3H11A) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ZC3H11A,UPKB:A0A1W2PPR9|GRCh38 ,,1612,Zinc finger CCCH domain-containing protein 11A,rs59867004
7611,7494,,dbSNP:rs59867004,rs59867004 mutation in Zinc finger BED domain-containing protein 6 ( ZBED6) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= ZBED6,UPKB:P86452|GRCh38 ,,1612,Zinc finger BED domain-containing protein 6,rs59867004
7612,7495,,dbSNP:rs3130834,rs3130834 mutation in  (OR2U2P - OR14J1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=OR2U2P - OR14J1,GRCh38,,1612,,rs3130834
7613,7496,,dbSNP:rs3132610,rs3132610 mutation in ATP-binding cassette sub-family F member 1 (ABCF1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ABCF1,UPKB:A0A0G2JIC2|GRCh38 ,,1612,ATP-binding cassette sub-family F member 1,rs3132610
7614,7497,,dbSNP:rs3132610,rs3132610 mutation in ATP-binding cassette sub-family F member 1 ( ABCF1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= ABCF1,UPKB:A0A0G2JIC2|GRCh38 ,,1612,ATP-binding cassette sub-family F member 1,rs3132610
7615,7498,,dbSNP:rs3132610,rs3132610 mutation in ATP-binding cassette sub-family F member 1 ( ABCF1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= ABCF1,UPKB:A0A0G2JIC2|GRCh38 ,,1612,ATP-binding cassette sub-family F member 1,rs3132610
7616,7499,,dbSNP:rs3132610,rs3132610 mutation in ATP-binding cassette sub-family F member 1 ( ABCF1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= ABCF1,UPKB:A0A0G2JIC2|GRCh38 ,,1612,ATP-binding cassette sub-family F member 1,rs3132610
7617,7500,,dbSNP:rs3132610,rs3132610 mutation in ATP-binding cassette sub-family F member 1 ( ABCF1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= ABCF1,UPKB:A0A0G2JIC2|GRCh38 ,,1612,ATP-binding cassette sub-family F member 1,rs3132610
7618,7501,,dbSNP:rs3132610,rs3132610 mutation in ATP-binding cassette sub-family F member 1 ( ABCF1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= ABCF1,UPKB:A0A0G2JIC2|GRCh38 ,,1612,ATP-binding cassette sub-family F member 1,rs3132610
7619,7502,,dbSNP:rs3132615,rs3132615 mutation in  (SUCLA2P1 - RANP1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=SUCLA2P1 - RANP1,GRCh38,,1612,,rs3132615
7620,7503,,dbSNP:rs332529,rs332529 mutation in  (ARRDC3-AS1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ARRDC3-AS1,GRCh38,,1612,,rs332529
7621,7504,,dbSNP:rs33960734,rs33960734 mutation in  (LINC02785 - SLC25A24) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC02785 - SLC25A24,GRCh38,,1612,,rs33960734
7622,7505,,dbSNP:rs34044188,rs34044188 mutation in JMJD1C protein (JMJD1C) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=JMJD1C,UPKB:A0PJE4|GRCh38 ,,1612,JMJD1C protein,rs34044188
7623,7506,,dbSNP:rs34119086,rs34119086 mutation in SCAN domain-containing protein 3 (ZBED9) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ZBED9,UPKB:A0A140T9Y6|GRCh38 ,,1612,SCAN domain-containing protein 3,rs34119086
7624,7507,,dbSNP:rs34146356,rs34146356 mutation in  (EGR2 - NA) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=EGR2 - NA,GRCh38,,1612,,rs34146356
7625,7508,,dbSNP:rs34196306,rs34196306 mutation in Zinc finger protein 184 (ZNF184) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ZNF184,UPKB:Q99676|GRCh38 ,,1612,Zinc finger protein 184,rs34196306
7626,7509,,dbSNP:rs34331122,rs34331122 mutation in T-box transcription factor TBX1 (T-box protein 1) (Testis-specific T-box protein) (TBX1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TBX1,UPKB:O43435|GRCh38 ,,1612,T-box transcription factor TBX1 (T-box protein 1) (Testis-specific T-box protein),rs34331122
7627,7510,,dbSNP:rs34507830,rs34507830 mutation in G1/S-specific cyclin-D1 (CCND1) ,presence of,risk_biomarker,blood (UN:0000178),21744-8,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CCND1,UPKB:F5H437|GRCh38 ,Bld/Tiss,1612,G1/S-specific cyclin-D1,rs34507830
7628,7511,,dbSNP:rs34546498,rs34546498 mutation in  (LINC00240) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC00240,GRCh38,,1612,,rs34546498
7629,7512,,dbSNP:rs34662244,rs34662244 mutation in  (ZSCAN16-AS1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ZSCAN16-AS1,GRCh38,,1612,,rs34662244
7630,7513,,dbSNP:rs348196,"rs348196 mutation in 28S ribosomal protein S29, mitochondrial (DAP3) ",presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=DAP3,UPKB:V9GYA7|GRCh38 ,,1612,"28S ribosomal protein S29, mitochondrial",rs348196
7631,7514,,dbSNP:rs34853779,rs34853779 mutation in  (Y_RNA - GAB1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=Y_RNA - GAB1,GRCh38,,1612,,rs34853779
7632,7515,,dbSNP:rs35072154,rs35072154 mutation in  (OR7E159P - GNG2) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=OR7E159P - GNG2,GRCh38,,1612,,rs35072154
7633,7516,,dbSNP:rs35100619,rs35100619 mutation in  (LINC02225) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC02225,GRCh38,,1612,,rs35100619
7634,7517,,dbSNP:rs35273427,rs35273427 mutation in ADAM metallopeptidase domain 30 (ADAM30) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ADAM30,UPKB:Q8TBZ7|GRCh38 ,,1612,ADAM metallopeptidase domain 30,rs35273427
7635,7518,,dbSNP:rs35306388,rs35306388 mutation in  (NA - ALDH7A1P4) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - ALDH7A1P4,GRCh38,,1612,,rs35306388
7636,7519,,dbSNP:rs35409891,rs35409891 mutation in TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 (TAB2) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TAB2,UPKB:A0A1B0GV57|GRCh38 ,,1612,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,rs35409891
7637,7520,,dbSNP:rs35417517,rs35417517 mutation in  (CYP51A1-AS1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CYP51A1-AS1,GRCh38,,1612,,rs35417517
7638,7521,,dbSNP:rs35417517,rs35417517 mutation in Leucine-rich repeat and death domain-containing protein 1 ( LRRD1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= LRRD1,UPKB:A4D1F6|GRCh38 ,,1612,Leucine-rich repeat and death domain-containing protein 1,rs35417517
7639,7522,,dbSNP:rs35419901,rs35419901 mutation in  (LINC02621) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC02621,GRCh38,,1612,,rs35419901
7640,7523,,dbSNP:rs35522438,rs35522438 mutation in Krev interaction trapped protein 1 (KRIT1) ,presence of,risk_biomarker,blood (UN:0000178),57990-4,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=KRIT1,UPKB:A0A0C4DG23|GRCh38 ,Bld/Tiss,1612,Krev interaction trapped protein 1,rs35522438
7641,7524,,dbSNP:rs35632171,rs35632171 mutation in JMJD1C protein (JMJD1C) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=JMJD1C,UPKB:A0PJE4|GRCh38 ,,1612,JMJD1C protein,rs35632171
7642,7525,,dbSNP:rs35748790,rs35748790 mutation in E3 ubiquitin-protein ligase RNF19A (RNF19A) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RNF19A,UPKB:A0A0C4DGD6|GRCh38 ,,1612,E3 ubiquitin-protein ligase RNF19A,rs35748790
7643,7526,,dbSNP:rs370356098,rs370356098 mutation in Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha (PIP4K2A) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PIP4K2A,UPKB:H7BXS3|GRCh38 ,,1612,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,rs370356098
7644,7527,,dbSNP:rs372562666,rs372562666 mutation in Neurogenic locus notch homolog protein 2 (Notch 2) (hN2) [Cleaved into: Notch 2 extracellular truncation (N2ECD); Notch 2 intracellular domain (N2ICD)] (NOTCH2) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NOTCH2,UPKB:Q04721|GRCh38 ,,1612,Neurogenic locus notch homolog protein 2 (Notch 2) (hN2) [Cleaved into: Notch 2 extracellular truncation (N2ECD); Notch 2 intracellular domain (N2ICD)],rs372562666
7645,7528,,dbSNP:rs375506010,rs375506010 mutation in Breast carcinoma-amplified sequence 1 (BCAS1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=BCAS1,UPKB:A0A8I5KRZ2|GRCh38 ,,1612,Breast carcinoma-amplified sequence 1,rs375506010
7646,7529,,dbSNP:rs3769821,rs3769821 mutation in Caspase-8 (CASP8) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CASP8,UPKB:H7C0E2|GRCh38 ,,1612,Caspase-8,rs3769821
7647,7530,,dbSNP:rs377527229,rs377527229 mutation in  (Y_RNA - NA) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=Y_RNA - NA,GRCh38,,1612,,rs377527229
7648,7531,,dbSNP:rs3815308,"rs3815308 mutation in Histone-lysine N-methyltransferase, H3 lysine-79 specific (DOT1L) ",presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=DOT1L,UPKB:A0A1C9J732|GRCh38 ,,1612,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",rs3815308
7649,7532,,dbSNP:rs3821902,rs3821902 mutation in Ataxin-7 (ATXN7) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ATXN7,UPKB:A0A1B0GX67|GRCh38 ,,1612,Ataxin-7,rs3821902
7650,7533,,dbSNP:rs3829964,rs3829964 mutation in  (CDKN1A) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CDKN1A,UPKB:P38936|GRCh38 ,,1612,,rs3829964
7651,7534,,dbSNP:rs35997229,rs35997229 mutation in JMJD1C protein (JMJD1C) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=JMJD1C,UPKB:A0PJE4|GRCh38 ,,1612,JMJD1C protein,rs35997229
7652,7535,,dbSNP:rs36059695,rs36059695 mutation in ABC-type organic anion transporter ABCA8 (ABCA8) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ABCA8,UPKB:A0A075B774|GRCh38 ,,1612,ABC-type organic anion transporter ABCA8,rs36059695
7653,7536,,dbSNP:rs36715,rs36715 mutation in  (SLC12A2 - FBN2) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=SLC12A2 - FBN2,GRCh38,,1612,,rs36715
7654,7537,,dbSNP:rs368032757,rs368032757 mutation in  (NBPF25P) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NBPF25P,GRCh38,,1612,,rs368032757
7655,7538,,dbSNP:rs368121891,rs368121891 mutation in Neuroblastoma breakpoint family member 10 (NBPF10) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NBPF10,UPKB:Q6P3W6|GRCh38 ,,1612,Neuroblastoma breakpoint family member 10,rs368121891
